name,position,team,adp,bye_week,injury_status,id
Troy Franklin,WR,DEN,267.64285714285717,12,healthy,11627
Germaine Pratt,LB,LV,293.3,8,healthy,5894
Travis Hunter,WR,JAX,44.9,8,questionable,12530
Devin Neal,RB,NO,185.31428571428572,11,questionable,12476
Will Howard,QB,PIT,250.9,5,questionable,12511
Bhayshul Tuten,RB,JAX,138.8,8,healthy,12490
Chris Boswell,K,PIT,252.29999999999998,5,healthy,1945
Nick Nash,WR,ATL,274.6,5,healthy,12478
Jaydon Blue,RB,DAL,135.31428571428572,10,questionable,12457
Tre'von Moehrig,DB,CAR,317.8,14,healthy,7659
Kayvon Thibodeaux,DL,NYG,231.8,14,healthy,8355
Roquan Smith,LB,BAL,83.6,7,healthy,4960
Raheem Mostert,RB,LV,265.65000000000003,8,healthy,2749
Malik Nabers,WR,NYG,9.62857142857143,14,questionable,11632
Kyle Hamilton,DB,BAL,113.4,7,healthy,8339
Hollywood Brown,WR,KC,184.35714285714286,10,questionable,5848
Cooper DeJean,DB,PHI,216.0,9,healthy,11678
Grant Delpit,DB,CLE,260.4,9,healthy,6799
Greg Rousseau,DE,BUF,279.9,7,healthy,7627
Elic Ayomanor,WR,TEN,209.54285714285714,10,healthy,12499
Micah Parsons,LB,DAL,89.2,10,questionable,7640
Jaylon Carlies,DB,IND,368.2,11,questionable,11777
Jared Goff,QB,DET,95.04285714285713,8,healthy,3163
Cooper Kupp,WR,SEA,116.12857142857142,8,healthy,4039
Jack Bech,WR,LV,140.92857142857142,8,healthy,12483
Mason Graham,DL,CLE,287.9,9,healthy,12573
Danielle Hunter,DE,HOU,178.2,6,healthy,2393
Jonathan Greenard,DE,MIN,202.0,6,healthy,6900
Saints,DEF,NO,282.8333333333333,11,healthy,NO
Packers,DEF,GB,259.35714285714283,5,healthy,GB
Cedric Tillman,WR,CLE,186.6142857142857,9,healthy,10444
Darnell Mooney,WR,ATL,136.65714285714287,5,questionable,7090
George Kittle,TE,SF,46.457142857142856,14,healthy,4217
Jameis Winston,QB,NYG,284.3,14,healthy,2306
Keenan Allen,WR,LAC,229.26666666666665,12,healthy,1479
Justin Tucker,K,,278.2,0,sus,1264
Taysom Hill,TE,NO,285.46666666666664,11,pup,4381
Fred Warner,LB,SF,91.7,14,healthy,5041
Trevor Etienne,RB,CAR,241.87142857142857,14,healthy,12531
Kenneth Murray,LB,DAL,381.4,10,healthy,6811
Chris Jones,DT,KC,393.1,10,healthy,3558
Tuli Tuipulotu,DL,LAC,364.3,12,healthy,10898
Arian Smith,WR,NYJ,274.95000000000005,9,healthy,12539
Brock Purdy,QB,SF,92.84285714285714,14,healthy,8183
Russell Wilson,QB,NYG,217.56,14,healthy,1234
Dont'e Thornton,WR,LV,237.20000000000002,8,healthy,12541
Jordan Watkins,WR,SF,295.1,14,questionable,12634
Foyesade Oluokun,LB,JAX,141.9,8,healthy,5332
Damien Martinez,RB,SEA,244.36666666666667,8,healthy,12462
Jaquan Brisker,DB,CHI,233.4,5,healthy,8323
Jessie Bates,DB,ATL,148.8,5,healthy,5017
Luke Musgrave,TE,GB,290.7,5,healthy,9481
Kevin Byard,DB,CHI,290.4,5,healthy,3233
Will Anderson,DL,HOU,125.7,6,healthy,10892
Jordyn Brooks,LB,MIA,160.4,12,healthy,6949
MarShawn Lloyd,RB,GB,225.1142857142857,5,healthy,11581
Nik Bonitto,LB,DEN,134.8,12,questionable,8280
DeShon Elliott,DB,PIT,328.5,5,healthy,5071
Pat Bryant,WR,DEN,194.4,12,healthy,12492
Cole Kmet,TE,CHI,237.54285714285714,5,healthy,6826
Tetairoa McMillan,WR,CAR,47.44285714285714,14,healthy,12526
Patrick Queen,LB,PIT,176.7,5,healthy,6807
Nakobe Dean,LB,PHI,245.0,9,pup,8267
Tyrice Knight,LB,SEA,236.1,8,questionable,11734
Joshua Metellus,DB,MIN,210.0,6,questionable,6901
Stefon Diggs,WR,NE,123.04285714285713,14,questionable,2449
Travis Etienne,RB,JAX,95.10000000000001,8,healthy,7543
Robert Spillane,LB,NE,166.3,14,healthy,5726
Tyjae Spears,RB,TEN,136.9,10,questionable,9508
Kyle Monangai,RB,CHI,236.9857142857143,5,healthy,12534
Jalen Pitre,DB,HOU,339.0,6,healthy,8314
Jonathon Brooks,RB,CAR,233.425,14,pup,11583
Daiyan Henley,LB,LAC,199.2,12,healthy,10914
Tory Horton,WR,SEA,248.07142857142858,8,questionable,12497
Josh Hines-Allen,DE,JAX,212.2,8,healthy,5840
Abdul Carter,DL,NYG,142.0,14,healthy,12574
Zack Moss,RB,,276.09999999999997,0,questionable,6845
Dolphins,DEF,MIA,252.33333333333334,12,healthy,MIA
Gunnar Helm,TE,TEN,255.4,10,healthy,12502
T.J. Edwards,LB,CHI,112.9,5,healthy,5960
Sauce Gardner,DB,NYJ,299.0,9,questionable,8290
Nolan Smith,LB,PHI,296.0,9,healthy,10873
Harold Landry,LB,NE,219.6,14,healthy,5030
Jalen Coker,WR,CAR,221.42857142857142,14,questionable,11646
Cam Skattebo,RB,NYG,94.92857142857143,14,questionable,12481
Josh Sweat,DE,ARI,383.9,8,healthy,4999
Jordan Whittington,WR,LAR,259.8,8,healthy,11623
Frankie Luvu,LB,WAS,218.6,12,healthy,5580
Pat Surtain,CB,DEN,230.5,12,healthy,7641
Tank Bigsby,RB,JAX,149.25714285714284,8,healthy,9225
Lions,DEF,DET,228.1142857142857,8,healthy,DET
Joe Mixon,RB,HOU,60.028571428571425,6,pup,4018
AJ Barner,TE,SEA,299.4,8,healthy,11603
Aidan Hutchinson,DL,DET,106.9,8,healthy,8289
Rhamondre Stevenson,RB,NE,132.4142857142857,14,questionable,7611
Kyle Williams,WR,NE,143.0142857142857,14,healthy,12547
Ivan Pace,LB,MIN,289.7,6,healthy,11086
Romeo Doubs,WR,GB,208.41428571428574,5,questionable,8121
Reed Blankenship,DB,PHI,311.4,9,healthy,8406
Dillon Gabriel,QB,CLE,247.79999999999998,9,healthy,12486
Spencer Rattler,QB,NO,285.06666666666666,11,healthy,11562
49ers,DEF,SF,198.62857142857143,14,healthy,SF
Xavier Legette,WR,CAR,170.29999999999998,14,healthy,11626
Noah Fant,TE,CIN,269.4666666666667,10,healthy,5857
Quinn Ewers,QB,MIA,306.1666666666667,12,healthy,12500
Kaden Elliss,LB,ATL,139.3,5,healthy,6302
Xavier Restrepo,WR,TEN,257.6,10,healthy,12520
Elijah Arroyo,TE,SEA,197.6,8,healthy,12521
Brian Burns,DE,NYG,200.1,14,healthy,5862
Justin Jefferson,WR,MIN,4.371428571428572,6,questionable,6794
Blake Cashman,LB,MIN,227.4,6,healthy,6217
Ja'Tavion Sanders,TE,CAR,222.91428571428574,14,healthy,11600
Minkah Fitzpatrick,DB,MIA,248.5,12,healthy,4963
Alontae Taylor,DB,NO,371.1,11,questionable,8333
Quentin Johnston,WR,LAC,188.72857142857143,12,questionable,9754
Josey Jewell,LB,,338.9,0,questionable,5334
Christian Gonzalez,DB,NE,371.4,14,questionable,10881
Giants,DEF,NYG,256.12857142857143,14,healthy,NYG
Paulson Adebo,CB,NYG,365.6,14,healthy,7669
Isaiah Bond,WR,CLE,295.6,9,healthy,12503
Titans,DEF,TEN,234.23333333333335,10,healthy,TEN
Zack Baun,LB,PHI,117.9,9,questionable,6815
Jordan James,RB,SF,219.20000000000002,14,questionable,12467
Chris Olave,WR,NO,73.65714285714286,11,questionable,8144
Quentin Lake,DB,LAR,319.1,8,healthy,8330
Talanoa Hufanga,DB,DEN,391.7,12,healthy,7811
Carson Schwesinger,LB,CLE,229.2,9,healthy,12578
Josh Downs,WR,IND,110.75714285714285,11,questionable,9500
Kalel Mullings,RB,TEN,282.06666666666666,10,healthy,12516
Will Dissly,TE,LAC,262.3,12,healthy,5010
Brandon Aiyuk,WR,SF,103.54285714285713,14,pup,6803
LeQuint Allen,RB,JAX,285.2,8,healthy,12544
Harold Fannin,TE,CLE,219.92857142857142,9,healthy,12506
Cam Bynum,DB,IND,179.5,11,healthy,7715
Jonnu Smith,TE,PIT,114.98571428571428,5,questionable,4144
Wan'Dale Robinson,WR,NYG,189.77142857142857,14,healthy,8126
Jared Verse,DL,LAR,153.7,8,questionable,11665
Tremaine Edmunds,LB,CHI,309.1,5,healthy,4968
Payton Wilson,LB,PIT,280.0,5,healthy,11727
Chuba Hubbard,RB,CAR,54.714285714285715,14,healthy,7594
Devaughn Vele,WR,DEN,257.5,12,healthy,11834
Kareem Hunt,RB,KC,236.54285714285714,10,questionable,4098
Nick Bosa,DE,SF,131.6,14,questionable,5816
Dexter Lawrence,DT,NYG,323.0,14,questionable,5847
Najee Harris,RB,LAC,120.12857142857142,12,pup,7528
Michael Mayer,TE,LV,273.6333333333333,8,healthy,9482
Jeremy Chinn,DB,LV,223.3,8,healthy,7016
Tyler Bass,K,BUF,255.98333333333335,7,questionable,7042
Roschon Johnson,RB,CHI,202.71428571428572,5,questionable,10235
Sam Howell,QB,MIN,281.0,6,healthy,8162
Jarquez Hunter,RB,LAR,214.31428571428572,8,healthy,11569
Edgerrin Cooper,LB,GB,197.1,5,healthy,11687
Dre Greenlaw,LB,DEN,308.7,12,healthy,6056
Tank Dell,WR,HOU,208.225,6,pup,9502
Darius Slayton,WR,NYG,265.2,14,questionable,6149
Jack Campbell,LB,DET,206.9,8,healthy,10880
Daniel Carlson,K,LV,265.95000000000005,8,healthy,5095
Jalen Milroe,QB,SEA,213.1285714285714,8,healthy,12510
Darren Waller,TE,MIA,259.3,12,pup,2505
Ernest Jones,LB,SEA,143.8,8,healthy,7672
DeAndre Hopkins,WR,BAL,232.67142857142858,7,healthy,1426
Chig Okonkwo,TE,TEN,222.58571428571426,10,healthy,8210
Miles Sanders,RB,DAL,274.35714285714283,10,healthy,6151
KeAndre Lambert-Smith,WR,LAC,283.7,12,healthy,12670
Derwin James,DB,LAC,157.3,12,healthy,4971
Marquez Valdes-Scantling,WR,SEA,276.70000000000005,8,healthy,5086
Jihaad Campbell,LB,PHI,249.8,9,healthy,12566
Antoine Winfield,DB,TB,161.1,9,questionable,6888
Zach Charbonnet,RB,SEA,113.55714285714285,8,healthy,9753
Mac Jones,QB,SF,299.7,14,healthy,7527
Derek Stingley,DB,HOU,377.3,6,healthy,8308
Terrel Bernard,LB,BUF,163.7,7,questionable,8311
Dalton Schultz,TE,HOU,234.32857142857142,6,healthy,5001
Jaylen Wright,RB,MIA,182.84285714285716,12,healthy,11643
Travon Walker,LB,JAX,215.0,8,healthy,8265
Demetrius Knight,LB,CIN,370.6,10,healthy,12617
Ja'Lynn Polk,WR,NE,269.0,14,questionable,11619
Kobie Turner,DT,LAR,365.0,8,healthy,10916
Jordan Addison,WR,MIN,71.97142857142858,6,sus,9756
Quinnen Williams,DT,NYJ,379.9,9,healthy,6118
Devon Witherspoon,DB,SEA,241.2,8,healthy,10891
Nick Bolton,LB,KC,123.6,10,healthy,7648
Montez Sweat,DE,CHI,320.6,5,healthy,6124
Tez Johnson,WR,TB,276.59999999999997,9,healthy,12485
Jermaine Burton,WR,CIN,276.575,10,questionable,11640
Phil Mafah,RB,DAL,286.06666666666666,10,healthy,12738
Kyle Dugger,DB,NE,295.5,14,healthy,6872
Cody Barton,LB,TEN,305.9,10,healthy,6065
Trent McDuffie,DB,KC,388.4,10,healthy,8364
Chiefs,DEF,KC,237.08571428571426,10,healthy,KC
Drake Maye,QB,NE,82.0,14,healthy,11564
A.J. Dillon,RB,PHI,289.3,9,healthy,6828
Micah McFadden,LB,NYG,292.4,14,healthy,8396
Javonte Williams,RB,DAL,129.31428571428572,10,healthy,7588
Zach Sieler,DT,MIA,367.9,12,questionable,5297
Xavier McKinney,DB,GB,201.3,5,questionable,6788
Jalen Royals,WR,KC,198.4857142857143,10,healthy,12505
Matthew Golden,WR,GB,89.2,5,healthy,12501
Jahdae Barron,DB,DEN,325.1,12,healthy,12557
